BOND_AGENT,ID,STATUS_DATE,BOND_AMOUNT
A-1 BONDING CO.,BLE243,07/01/2022,"$3,500.00"
A-1 BONDING CO.,KEE253,06/28/2022,"$3,000.00"
A-1 BONDING CO.,DEA802,07/04/2022,"$1,500.00"
A-1 BONDING CO.,HOW881,07/04/2022,"$5,000.00"
A-1 BONDING CO.,CAS026,07/06/2022,"$6,000.00"
A-1 BONDING CO.,RAI442,07/09/2022,"$2,000.00"
A-1 BONDING CO.,BRA534,07/15/2022,"$2,500.00"
A-1 BONDING CO.,KIN340,07/16/2022,"$5,000.00"
A-1 BONDING CO.,BLE336,07/30/2022,"$2,000.00"
A-1 BONDING CO.,BUR375,07/26/2022,"$2,000.00"
A-1 BONDING CO.,WIL344,08/05/2022,"$10,000.00"
A-1 BONDING CO.,DAV250,08/14/2022,$750.00
A-1 BONDING CO.,PER070,08/21/2022,"$1,000.00"
A-1 BONDING CO.,BUR208,09/20/2022,$500.00
A-1 BONDING CO.,MOT259,08/24/2022,"$18,000.00"
A-1 BONDING CO.,WAR368,09/04/2022,"$20,000.00"
A-1 BONDING CO.,GUN778,09/09/2022,"$10,000.00"
A-1 BONDING CO.,REN061,09/12/2022,"$4,000.00"
A-1 BONDING CO.,REN122,09/12/2022,"$4,000.00"
A-1 BONDING CO.,HIC600,09/15/2022,"$3,000.00"
A-1 BONDING CO.,HOL690,09/16/2022,"$1,000.00"
A-1 BONDING CO.,FAI767,09/18/2022,"$14,500.00"
A-1 BONDING CO.,STE787,09/18/2022,"$10,000.00"
A-1 BONDING CO.,MAR800,09/21/2022,"$25,000.00"
A-1 BONDING CO.,NUN822,09/18/2022,"$1,000.00"
A-1 BONDING CO.,BUR987,09/20/2022,$500.00
AFFORDABAIL BAIL LLC,FLA386,07/01/2022,"$25,000.00"
AFFORDABAIL BAIL LLC,DER921,09/29/2022,"$18,000.00"
AFFORDABAIL BAIL LLC,CON232,04/20/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,DAV354,09/13/2022,"$3,500.00"
AFFORDABAIL BAIL LLC,COO472,02/13/2022,"$11,000.00"
AFFORDABAIL BAIL LLC,FLA051,07/01/2022,"$7,500.00"
AFFORDABAIL BAIL LLC,MCD682,01/11/2022,"$1,000.00"
AFFORDABAIL BAIL LLC,DAY565,01/18/2022,"$3,000.00"
AFFORDABAIL BAIL LLC,HEF594,01/21/2022,"$21,000.00"
AFFORDABAIL BAIL LLC,WAR782,02/09/2022,"$25,000.00"
AFFORDABAIL BAIL LLC,BRA588,03/06/2022,"$10,000.00"
AFFORDABAIL BAIL LLC,CZE787,03/13/2022,"$21,000.00"
AFFORDABAIL BAIL LLC,JOI460,04/16/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,BAR708,04/05/2022,"$2,000.00"
AFFORDABAIL BAIL LLC,WAT098,04/07/2022,"$20,000.00"
AFFORDABAIL BAIL LLC,DAR320,04/09/2022,"$2,000.00"
AFFORDABAIL BAIL LLC,CON450,04/27/2022,"$60,000.00"
AFFORDABAIL BAIL LLC,BUC665,05/12/2022,"$30,000.00"
AFFORDABAIL BAIL LLC,JOH997,05/17/2022,"$7,250.00"
AFFORDABAIL BAIL LLC,BEN374,05/20/2022,"$25,000.00"
AFFORDABAIL BAIL LLC,WAR672,06/06/2022,"$1,000.00"
AFFORDABAIL BAIL LLC,MAC029,05/26/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,CAM080,07/30/2022,"$5,000.00"
AFFORDABAIL BAIL LLC,SUT365,08/04/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,STR548,06/01/2022,"$2,500.00"
AFFORDABAIL BAIL LLC,RAM954,06/06/2022,"$6,000.00"
AFFORDABAIL BAIL LLC,HOU262,06/09/2022,"$3,500.00"
AFFORDABAIL BAIL LLC,BRY537,06/10/2022,"$50,000.00"
AFFORDABAIL BAIL LLC,SUT483,07/08/2022,"$25,000.00"
AFFORDABAIL BAIL LLC,HEM730,07/02/2022,"$26,000.00"
AFFORDABAIL BAIL LLC,SUT820,07/08/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,MCN749,07/13/2022,"$5,500.00"
AFFORDABAIL BAIL LLC,CAR311,08/15/2022,"$7,500.00"
AFFORDABAIL BAIL LLC,REE038,08/25/2022,"$5,000.00"
AFFORDABAIL BAIL LLC,SUT160,08/04/2022,"$15,000.00"
AFFORDABAIL BAIL LLC,WAL554,08/08/2022,"$6,500.00"
AFFORDABAIL BAIL LLC,ABE626,08/11/2022,"$105,000.00"
AFFORDABAIL BAIL LLC,GAM235,08/20/2022,"$375,000.00"
AFFORDABAIL BAIL LLC,WAR238,08/14/2022,"$6,000.00"
AFFORDABAIL BAIL LLC,WIL677,08/19/2022,"$7,500.00"
AFFORDABAIL BAIL LLC,KNO433,08/25/2022,"$9,500.00"
AFFORDABAIL BAIL LLC,MAC749,08/29/2022,"$5,000.00"
AFFORDABAIL BAIL LLC,YOU288,09/03/2022,"$6,000.00"
AFFORDABAIL BAIL LLC,JAC526,09/10/2022,"$125,000.00"
AFFORDABAIL BAIL LLC,PIA906,09/10/2022,"$3,500.00"
AFFORDABAIL BAIL LLC,EBE484,09/24/2022,"$6,000.00"
AFFORDABAIL BAIL LLC,GIL723,09/27/2022,$750.00
AFFORDABAIL BAIL LLC,GAR743,09/29/2022,"$40,000.00"
AFFORDABAIL BAIL LLC,HAS975,09/29/2022,"$15,000.00"
ALL OUT BONDING,SNI219,05/19/2022,"$3,500.00"
ALL OUT BONDING,TAY934,01/15/2022,"$9,000.00"
ALL OUT BONDING,BEL997,05/06/2022,"$3,000.00"
ALL OUT BONDING,DIL719,03/12/2022,"$60,000.00"
ALL OUT BONDING,BEL901,05/06/2022,"$20,000.00"
ALL OUT BONDING,JAM598,03/17/2022,"$4,300.00"
ALL OUT BONDING,COL711,02/09/2022,"$1,000.00"
ALL OUT BONDING,TAY961,01/15/2022,"$30,000.00"
ALL OUT BONDING,BEA048,03/24/2022,"$7,500.00"
ALL OUT BONDING,TAY175,09/29/2022,"$8,000.00"
ALL OUT BONDING,BEA944,03/24/2022,"$7,500.00"
ALL OUT BONDING,FOR801,09/26/2022,"$1,500.00"
ALL OUT BONDING,COL600,08/12/2022,"$10,000.00"
ALL OUT BONDING,COL847,02/09/2022,"$1,500.00"
ALL OUT BONDING,TAY558,09/29/2022,"$92,000.00"
ALL OUT BONDING,JAM610,03/17/2022,"$27,750.00"
ALL OUT BONDING,TAY943,01/15/2022,"$10,000.00"
ALL OUT BONDING,WIL790,08/02/2022,"$3,000.00"
ALL OUT BONDING,ROL438,01/15/2022,"$7,500.00"
ALL OUT BONDING,MYL442,01/15/2022,"$4,000.00"
ALL OUT BONDING,WYN444,01/15/2022,"$5,000.00"
ALL OUT BONDING,COL445,01/15/2022,"$5,000.00"
ALL OUT BONDING,ERV596,01/27/2022,"$5,000.00"
ALL OUT BONDING,HOL009,02/01/2022,"$2,000.00"
ALL OUT BONDING,THO208,02/02/2022,"$1,500.00"
ALL OUT BONDING,JAC724,05/11/2022,"$1,000.00"
ALL OUT BONDING,COL105,02/15/2022,"$30,000.00"
ALL OUT BONDING,VIN385,04/29/2022,"$11,500.00"
ALL OUT BONDING,SUT098,02/23/2022,"$36,250.00"
ALL OUT BONDING,WIL478,02/26/2022,"$5,000.00"
ALL OUT BONDING,JAM992,03/17/2022,"$4,450.00"
ALL OUT BONDING,BEA760,03/24/2022,"$55,000.00"
ALL OUT BONDING,WIL778,08/02/2022,"$3,000.00"
ALL OUT BONDING,REE146,03/28/2022,"$5,000.00"
ALL OUT BONDING,EDW625,09/27/2022,"$4,000.00"
ALL OUT BONDING,BEC723,05/21/2022,"$5,000.00"
ALL OUT BONDING,GEA461,07/25/2022,"$20,000.00"
ALL OUT BONDING,JAC577,05/11/2022,"$10,000.00"
ALL OUT BONDING,HAR586,04/12/2022,"$1,500.00"
ALL OUT BONDING,KEI018,04/22/2022,"$3,000.00"
ALL OUT BONDING,VIN124,04/29/2022,"$31,000.00"
ALL OUT BONDING,BEN218,04/20/2022,"$1,000.00"
ALL OUT BONDING,JOH839,06/13/2022,"$50,000.00"
ALL OUT BONDING,GEA443,04/30/2022,"$52,500.00"
ALL OUT BONDING,FOR755,09/26/2022,"$25,500.00"
ALL OUT BONDING,ERV828,05/04/2022,"$15,000.00"
ALL OUT BONDING,FOR874,09/26/2022,"$27,500.00"
ALL OUT BONDING,HOL168,05/08/2022,"$5,000.00"
ALL OUT BONDING,OWE247,05/12/2022,"$4,000.00"
ALL OUT BONDING,YOU594,05/11/2022,"$2,500.00"
ALL OUT BONDING,FOR222,05/27/2022,"$8,500.00"
ALL OUT BONDING,JOH430,05/30/2022,"$10,000.00"
ALL OUT BONDING,WIL771,06/10/2022,"$100,000.00"
ALL OUT BONDING,RHO057,06/07/2022,"$25,000.00"
ALL OUT BONDING,AMM645,07/06/2022,"$2,000.00"
ALL OUT BONDING,HIC915,07/04/2022,"$5,000.00"
ALL OUT BONDING,SOU449,07/09/2022,"$1,500.00"
ALL OUT BONDING,RAY028,07/26/2022,"$100,000.00"
ALL OUT BONDING,BLO369,07/16/2022,"$8,000.00"
ALL OUT BONDING,SMI370,07/16/2022,"$7,500.00"
ALL OUT BONDING,BRO527,09/19/2022,"$3,500.00"
ALL OUT BONDING,JAC854,08/04/2022,"$1,000.00"
ALL OUT BONDING,NEL859,07/27/2022,"$1,500.00"
ALL OUT BONDING,RUT163,07/25/2022,"$5,000.00"
ALL OUT BONDING,RIP393,07/27/2022,"$4,000.00"
ALL OUT BONDING,BAN262,08/04/2022,"$100,000.00"
ALL OUT BONDING,STR455,08/08/2022,"$12,500.00"
ALL OUT BONDING,COL963,08/18/2022,"$10,000.00"
ALL OUT BONDING,GAM235,08/20/2022,"$100,000.00"
ALL OUT BONDING,AMM268,08/14/2022,"$13,000.00"
ALL OUT BONDING,HEA304,08/14/2022,"$3,500.00"
ALL OUT BONDING,DUC544,08/17/2022,"$7,500.00"
ALL OUT BONDING,COL932,08/20/2022,"$45,000.00"
ALL OUT BONDING,FRI252,09/03/2022,"$40,000.00"
ALL OUT BONDING,PEN720,10/02/2022,"$2,000.00"
ALL OUT BONDING,JON236,09/06/2022,"$25,000.00"
ALL OUT BONDING,NOL434,09/09/2022,"$35,000.00"
ALL OUT BONDING,COA944,09/09/2022,"$10,000.00"
ALL OUT BONDING,CLA159,09/12/2022,"$3,000.00"
ALL OUT BONDING,TOR308,09/15/2022,"$6,000.00"
ALL OUT BONDING,MOR665,09/16/2022,"$100,000.00"
ALL OUT BONDING,BOS110,09/21/2022,"$1,000.00"
ALL OUT BONDING,MYL255,09/22/2022,"$6,000.00"
ALL OUT BONDING,ROL258,09/22/2022,"$2,000.00"
ALL OUT BONDING,GRE261,09/22/2022,"$2,000.00"
ALL OUT BONDING,EPP298,09/22/2022,"$8,000.00"
ALL OUT BONDING,SKI343,09/24/2022,"$5,000.00"
ALL OUT BONDING,PEN227,10/02/2022,"$1,000.00"
ALLSTAR BONDING,BAR259,08/25/2022,"$2,000.00"
ALLSTAR BONDING,THR036,09/11/2022,"$11,000.00"
ALLSTAR BONDING,MON251,06/21/2022,"$5,000.00"
ALLSTAR BONDING,HAR698,04/13/2022,"$1,000.00"
ALLSTAR BONDING,NEW143,07/22/2022,"$1,000.00"
ALLSTAR BONDING,SAL326,09/29/2022,"$5,000.00"
ALLSTAR BONDING,SMI311,07/15/2022,"$1,000.00"
ALLSTAR BONDING,DAN111,02/28/2022,$500.00
ALLSTAR BONDING,ELL289,07/09/2022,"$1,500.00"
ALLSTAR BONDING,SAM949,08/15/2022,"$1,000.00"
ALLSTAR BONDING,KEN725,08/11/2022,"$5,000.00"
ALLSTAR BONDING,DAV709,08/10/2022,"$2,500.00"
ALLSTAR BONDING,MCD991,02/09/2022,"$1,000.00"
ALLSTAR BONDING,DUN467,04/10/2022,"$1,000.00"
ALLSTAR BONDING,DYE303,08/08/2022,"$1,500.00"
ALLSTAR BONDING,MCC443,09/27/2022,"$1,500.00"
ALLSTAR BONDING,JAC453,06/23/2022,"$5,000.00"
ALLSTAR BONDING,CAL451,06/02/2022,"$10,000.00"
ALLSTAR BONDING,LEW780,05/10/2022,"$1,000.00"
ALLSTAR BONDING,BRO928,03/11/2022,"$23,750.00"
ALLSTAR BONDING,STA264,04/09/2022,"$1,500.00"
ALLSTAR BONDING,DAN884,02/28/2022,"$20,000.00"
ALLSTAR BONDING,OWE673,09/23/2022,"$2,000.00"
ALLSTAR BONDING,KEN765,06/20/2022,"$1,000.00"
ALLSTAR BONDING,HUD664,08/12/2022,"$2,000.00"
ALLSTAR BONDING,LIN269,09/29/2022,"$1,000.00"
ALLSTAR BONDING,HES980,07/15/2022,"$1,000.00"
ALLSTAR BONDING,HAR844,09/14/2022,"$4,000.00"
ALLSTAR BONDING,MCC954,03/03/2022,"$5,500.00"
ALLSTAR BONDING,CHR968,02/16/2022,"$3,000.00"
ALLSTAR BONDING,LIN293,09/29/2022,"$1,000.00"
ALLSTAR BONDING,BRO924,02/02/2022,"$5,000.00"
ALLSTAR BONDING,BUR452,06/27/2022,"$5,000.00"
ALLSTAR BONDING,BON526,03/23/2022,"$3,000.00"
ALLSTAR BONDING,BAR201,07/15/2022,"$10,000.00"
ALLSTAR BONDING,BLA254,01/01/2022,"$3,500.00"
ALLSTAR BONDING,CAL564,07/16/2022,"$1,500.00"
ALLSTAR BONDING,THO957,08/05/2022,"$1,500.00"
ALLSTAR BONDING,WAT978,01/11/2022,"$25,000.00"
ALLSTAR BONDING,STA362,03/04/2022,"$3,000.00"
ALLSTAR BONDING,SPE942,05/13/2022,"$7,500.00"
ALLSTAR BONDING,THO592,01/27/2022,"$12,500.00"
ALLSTAR BONDING,CAL158,02/02/2022,"$2,000.00"
ALLSTAR BONDING,CRA165,02/02/2022,"$7,500.00"
ALLSTAR BONDING,THO207,02/02/2022,"$5,000.00"
ALLSTAR BONDING,ADA593,02/08/2022,"$1,500.00"
ALLSTAR BONDING,GAI922,06/03/2022,"$1,000.00"
ALLSTAR BONDING,WOO040,02/14/2022,"$50,000.00"
ALLSTAR BONDING,SIM168,09/05/2022,"$1,000.00"
ALLSTAR BONDING,DUN251,02/16/2022,"$1,250.00"
ALLSTAR BONDING,PAR254,08/20/2022,"$2,500.00"
ALLSTAR BONDING,AKR293,03/04/2022,"$5,000.00"
ALLSTAR BONDING,LLO429,02/15/2022,"$15,500.00"
ALLSTAR BONDING,BEN760,04/16/2022,"$15,000.00"
ALLSTAR BONDING,ADA773,02/19/2022,"$20,000.00"
ALLSTAR BONDING,HES782,07/15/2022,"$5,000.00"
ALLSTAR BONDING,BEN829,04/16/2022,"$10,000.00"
ALLSTAR BONDING,JON920,02/20/2022,"$7,500.00"
ALLSTAR BONDING,JOH510,02/27/2022,"$1,500.00"
ALLSTAR BONDING,DAN571,02/28/2022,"$5,000.00"
ALLSTAR BONDING,BRO594,03/10/2022,"$9,000.00"
ALLSTAR BONDING,BEN774,04/16/2022,"$4,000.00"
ALLSTAR BONDING,WIT108,03/05/2022,"$1,500.00"
ALLSTAR BONDING,BUR169,03/11/2022,"$15,000.00"
ALLSTAR BONDING,RAM192,03/06/2022,"$3,000.00"
ALLSTAR BONDING,NGU231,03/07/2022,"$2,000.00"
ALLSTAR BONDING,TAL361,03/08/2022,$600.00
ALLSTAR BONDING,NUN387,07/17/2022,"$1,000.00"
ALLSTAR BONDING,LOL644,03/11/2022,"$25,000.00"
ALLSTAR BONDING,PIN700,03/15/2022,"$1,000.00"
ALLSTAR BONDING,CRA856,03/13/2022,"$1,000.00"
ALLSTAR BONDING,POS910,03/14/2022,"$20,000.00"
ALLSTAR BONDING,HUB961,04/01/2022,"$15,000.00"
ALLSTAR BONDING,CAR008,03/16/2022,"$2,000.00"
ALLSTAR BONDING,JAM282,03/19/2022,"$29,500.00"
ALLSTAR BONDING,CRO350,06/20/2022,$750.00
ALLSTAR BONDING,WAD387,03/19/2022,"$15,000.00"
ALLSTAR BONDING,REY393,07/19/2022,"$1,250.00"
ALLSTAR BONDING,WIL676,03/23/2022,"$3,000.00"
ALLSTAR BONDING,PRI731,03/24/2022,"$15,000.00"
ALLSTAR BONDING,BRO757,03/27/2022,"$45,000.00"
ALLSTAR BONDING,SCO098,03/27/2022,"$3,000.00"
ALLSTAR BONDING,SCO099,03/27/2022,"$1,500.00"
ALLSTAR BONDING,DAN187,08/14/2022,"$1,000.00"
ALLSTAR BONDING,JOH300,03/31/2022,"$2,000.00"
ALLSTAR BONDING,MCD301,03/31/2022,"$2,000.00"
ALLSTAR BONDING,ART302,03/31/2022,"$2,000.00"
ALLSTAR BONDING,GAI807,06/03/2022,"$6,500.00"
ALLSTAR BONDING,HUB842,04/13/2022,"$2,000.00"
ALLSTAR BONDING,HAR843,04/13/2022,"$12,000.00"
ALLSTAR BONDING,JON869,08/14/2022,"$8,000.00"
ALLSTAR BONDING,BEN872,04/16/2022,"$2,500.00"
ALLSTAR BONDING,ROB159,04/10/2022,"$1,500.00"
ALLSTAR BONDING,ALL229,09/21/2022,"$12,000.00"
ALLSTAR BONDING,BEA236,04/08/2022,"$5,500.00"
ALLSTAR BONDING,COL241,04/08/2022,"$17,500.00"
ALLSTAR BONDING,STA269,04/09/2022,"$1,500.00"
ALLSTAR BONDING,BRO291,04/09/2022,"$7,500.00"
ALLSTAR BONDING,CUR298,04/09/2022,"$12,500.00"
ALLSTAR BONDING,WAR375,05/11/2022,"$22,000.00"
ALLSTAR BONDING,POW875,05/06/2022,"$2,500.00"
ALLSTAR BONDING,JAC091,04/19/2022,"$7,500.00"
ALLSTAR BONDING,OWE177,09/23/2022,"$1,000.00"
ALLSTAR BONDING,JOR192,06/08/2022,"$5,000.00"
ALLSTAR BONDING,PHE219,04/29/2022,"$7,500.00"
ALLSTAR BONDING,ROB276,05/05/2022,"$1,500.00"
ALLSTAR BONDING,LAC286,04/25/2022,"$6,000.00"
ALLSTAR BONDING,HUT648,04/23/2022,"$2,750.00"
ALLSTAR BONDING,SMI862,04/26/2022,$500.00
ALLSTAR BONDING,MAY923,06/26/2022,$750.00
ALLSTAR BONDING,SMI047,08/04/2022,"$2,000.00"
ALLSTAR BONDING,CLE180,04/28/2022,"$40,000.00"
ALLSTAR BONDING,TUC345,04/29/2022,"$7,500.00"
ALLSTAR BONDING,MOR492,04/30/2022,"$8,500.00"
ALLSTAR BONDING,ALV520,05/01/2022,"$5,000.00"
ALLSTAR BONDING,HOR725,09/14/2022,"$3,000.00"
ALLSTAR BONDING,WIL868,05/05/2022,"$15,000.00"
ALLSTAR BONDING,BAK961,05/05/2022,"$5,000.00"
ALLSTAR BONDING,KEN968,05/06/2022,"$3,500.00"
ALLSTAR BONDING,DAV047,07/26/2022,"$5,500.00"
ALLSTAR BONDING,DIX519,05/10/2022,"$2,500.00"
ALLSTAR BONDING,PRO633,05/12/2022,"$3,000.00"
ALLSTAR BONDING,SPE658,05/13/2022,"$7,500.00"
ALLSTAR BONDING,STO838,08/11/2022,"$25,000.00"
ALLSTAR BONDING,BAR878,09/22/2022,"$1,500.00"
ALLSTAR BONDING,CAL889,09/27/2022,"$6,000.00"
ALLSTAR BONDING,DRI897,07/18/2022,"$1,000.00"
ALLSTAR BONDING,GRA207,05/21/2022,"$45,000.00"
ALLSTAR BONDING,STA327,06/05/2022,"$25,000.00"
ALLSTAR BONDING,GRA412,05/21/2022,"$3,000.00"
ALLSTAR BONDING,HOD462,05/20/2022,"$15,000.00"
ALLSTAR BONDING,TRI528,05/30/2022,"$1,000.00"
ALLSTAR BONDING,WAT851,09/16/2022,"$1,000.00"
ALLSTAR BONDING,PRO872,05/24/2022,"$2,000.00"
ALLSTAR BONDING,MCC913,07/22/2022,"$6,000.00"
ALLSTAR BONDING,TAT916,05/25/2022,"$12,500.00"
ALLSTAR BONDING,THR074,09/11/2022,"$2,000.00"
ALLSTAR BONDING,HAW167,05/27/2022,$600.00
ALLSTAR BONDING,FIT212,05/27/2022,"$2,000.00"
ALLSTAR BONDING,HAN274,05/27/2022,"$5,000.00"
ALLSTAR BONDING,SMA277,06/25/2022,"$1,000.00"
ALLSTAR BONDING,MAR367,05/29/2022,"$3,000.00"
ALLSTAR BONDING,JAC698,06/02/2022,"$68,000.00"
ALLSTAR BONDING,COO761,06/15/2022,"$25,000.00"
ALLSTAR BONDING,DAV791,06/03/2022,"$5,000.00"
ALLSTAR BONDING,CAR837,06/03/2022,"$10,000.00"
ALLSTAR BONDING,CAR841,06/03/2022,"$10,000.00"
ALLSTAR BONDING,WIL940,06/05/2022,"$15,000.00"
ALLSTAR BONDING,ALL224,08/21/2022,"$2,000.00"
ALLSTAR BONDING,JOR257,06/08/2022,"$25,000.00"
ALLSTAR BONDING,GAI433,06/09/2022,"$2,000.00"
ALLSTAR BONDING,HER519,06/12/2022,"$4,000.00"
ALLSTAR BONDING,COO548,06/11/2022,"$2,000.00"
ALLSTAR BONDING,WOF573,06/11/2022,"$41,250.00"
ALLSTAR BONDING,PEN594,06/11/2022,"$4,500.00"
ALLSTAR BONDING,LLO738,07/06/2022,"$1,000.00"
ALLSTAR BONDING,HAL751,07/05/2022,"$5,000.00"
ALLSTAR BONDING,TRI802,06/14/2022,"$6,000.00"
ALLSTAR BONDING,WIG811,07/04/2022,"$1,500.00"
ALLSTAR BONDING,NEL920,06/15/2022,"$3,000.00"
ALLSTAR BONDING,ROB930,06/17/2022,"$20,000.00"
ALLSTAR BONDING,BAR942,07/15/2022,"$5,000.00"
ALLSTAR BONDING,BEA033,06/17/2022,"$5,000.00"
ALLSTAR BONDING,COL037,06/16/2022,"$1,500.00"
ALLSTAR BONDING,WAL107,06/17/2022,"$3,000.00"
ALLSTAR BONDING,HOW200,06/19/2022,"$2,000.00"
ALLSTAR BONDING,WOO221,06/18/2022,"$5,000.00"
ALLSTAR BONDING,LOV244,06/18/2022,"$1,000.00"
ALLSTAR BONDING,FOR283,07/20/2022,"$1,000.00"
ALLSTAR BONDING,DAV287,06/19/2022,"$3,500.00"
ALLSTAR BONDING,BOW320,06/20/2022,"$20,000.00"
ALLSTAR BONDING,BRO346,06/20/2022,"$10,000.00"
ALLSTAR BONDING,BOW372,06/20/2022,"$15,000.00"
ALLSTAR BONDING,CRU407,06/20/2022,"$3,000.00"
ALLSTAR BONDING,BEN519,06/21/2022,"$1,500.00"
ALLSTAR BONDING,DUM646,06/22/2022,"$10,000.00"
ALLSTAR BONDING,FOW647,06/22/2022,"$14,000.00"
ALLSTAR BONDING,GAR021,06/25/2022,"$1,000.00"
ALLSTAR BONDING,BRI031,06/25/2022,"$2,000.00"
ALLSTAR BONDING,JON063,08/14/2022,"$15,000.00"
ALLSTAR BONDING,LAN280,06/28/2022,"$5,000.00"
ALLSTAR BONDING,ARN364,06/29/2022,"$6,500.00"
ALLSTAR BONDING,BEN367,06/29/2022,"$19,000.00"
ALLSTAR BONDING,NOR588,07/01/2022,"$30,000.00"
ALLSTAR BONDING,CAL617,09/27/2022,"$10,000.00"
ALLSTAR BONDING,CAL635,07/16/2022,"$2,000.00"
ALLSTAR BONDING,BOS781,07/21/2022,"$1,000.00"
ALLSTAR BONDING,WIG821,07/04/2022,"$4,500.00"
ALLSTAR BONDING,ASH825,07/03/2022,"$14,000.00"
ALLSTAR BONDING,CAR017,07/08/2022,"$10,000.00"
ALLSTAR BONDING,REI032,07/18/2022,"$5,000.00"
ALLSTAR BONDING,HEU034,09/16/2022,"$1,000.00"
ALLSTAR BONDING,SCH046,07/06/2022,"$9,500.00"
ALLSTAR BONDING,DAV055,07/12/2022,"$7,000.00"
ALLSTAR BONDING,STA098,07/07/2022,"$15,000.00"
ALLSTAR BONDING,WIL276,07/09/2022,"$13,500.00"
ALLSTAR BONDING,TON456,07/10/2022,"$7,000.00"
ALLSTAR BONDING,JAC461,08/01/2022,"$1,000.00"
ALLSTAR BONDING,PAR568,08/20/2022,"$1,500.00"
ALLSTAR BONDING,JOH905,07/13/2022,"$15,000.00"
ALLSTAR BONDING,BYR923,07/13/2022,"$2,000.00"
ALLSTAR BONDING,WIL019,07/22/2022,"$40,000.00"
ALLSTAR BONDING,CLA022,07/14/2022,"$22,500.00"
ALLSTAR BONDING,VAU183,07/14/2022,"$10,000.00"
ALLSTAR BONDING,CAL262,07/16/2022,"$1,000.00"
ALLSTAR BONDING,SAX282,07/15/2022,"$2,000.00"
ALLSTAR BONDING,MAR323,07/16/2022,"$2,000.00"
ALLSTAR BONDING,ALL478,07/18/2022,"$1,000.00"
ALLSTAR BONDING,KEI518,08/12/2022,"$4,500.00"
ALLSTAR BONDING,CRA553,07/27/2022,"$20,000.00"
ALLSTAR BONDING,DAV624,07/19/2022,"$1,500.00"
ALLSTAR BONDING,HOL629,07/19/2022,"$1,500.00"
ALLSTAR BONDING,WAT853,09/16/2022,"$1,000.00"
