BOND_AGENT,ID,STATUS_DATE,BOND_AMOUNT
CARLOS BAIL BONDING,HAW806,09/08/2022,"$2,000.00"
CARLOS BAIL BONDING,PER820,09/09/2022,"$10,000.00"
CARLOS BAIL BONDING,AND919,09/15/2022,"$45,000.00"
CARLOS BAIL BONDING,COF933,09/10/2022,"$2,000.00"
CARLOS BAIL BONDING,FAR018,09/10/2022,"$33,000.00"
CARLOS BAIL BONDING,FEL026,10/02/2022,"$5,000.00"
CARLOS BAIL BONDING,ARC053,09/10/2022,"$3,000.00"
CARLOS BAIL BONDING,WIL055,09/10/2022,"$1,000.00"
CARLOS BAIL BONDING,PER134,09/14/2022,"$2,000.00"
CARLOS BAIL BONDING,MAR168,09/13/2022,"$1,000.00"
CARLOS BAIL BONDING,CHI187,09/16/2022,"$1,000.00"
CARLOS BAIL BONDING,HEN294,09/13/2022,$500.00
CARLOS BAIL BONDING,DUN295,09/15/2022,"$2,000.00"
CARLOS BAIL BONDING,GAN406,09/14/2022,"$15,000.00"
CARLOS BAIL BONDING,SUM453,09/14/2022,"$2,000.00"
CARLOS BAIL BONDING,TUR574,09/15/2022,"$8,500.00"
CARLOS BAIL BONDING,LAC612,09/15/2022,"$5,000.00"
CARLOS BAIL BONDING,WIM681,09/21/2022,"$1,000.00"
CARLOS BAIL BONDING,CHA726,09/27/2022,"$5,000.00"
CARLOS BAIL BONDING,REI750,09/29/2022,"$2,000.00"
CARLOS BAIL BONDING,MIG763,09/17/2022,"$2,000.00"
CARLOS BAIL BONDING,CAR878,09/19/2022,"$7,000.00"
CARLOS BAIL BONDING,MON995,09/30/2022,"$10,000.00"
CARLOS BAIL BONDING,BAR058,09/21/2022,"$3,000.00"
CARLOS BAIL BONDING,WAR099,09/21/2022,"$2,500.00"
CARLOS BAIL BONDING,MCB111,09/21/2022,"$3,000.00"
CARLOS BAIL BONDING,MEI125,09/21/2022,"$5,000.00"
CARLOS BAIL BONDING,GRE129,09/21/2022,"$3,000.00"
CARLOS BAIL BONDING,GIB138,09/21/2022,"$3,000.00"
CARLOS BAIL BONDING,HES206,09/28/2022,"$10,000.00"
CARLOS BAIL BONDING,HEN359,09/26/2022,"$3,000.00"
CARLOS BAIL BONDING,RAT470,09/24/2022,"$2,000.00"
CARLOS BAIL BONDING,RAM479,09/24/2022,"$1,000.00"
CARLOS BAIL BONDING,SOL634,09/27/2022,"$1,000.00"
CARLOS BAIL BONDING,YOT720,09/27/2022,"$3,000.00"
CARLOS BAIL BONDING,DAS740,09/27/2022,"$1,000.00"
CARLOS BAIL BONDING,COO758,09/27/2022,"$1,500.00"
CARLOS BAIL BONDING,BEE856,09/28/2022,$500.00
CARLOS BAIL BONDING,WIL966,09/29/2022,"$20,000.00"
CARLOS BAIL BONDING,MON987,09/30/2022,"$10,000.00"
CARLOS BAIL BONDING,ALV181,10/02/2022,"$5,000.00"
CARLOS BAIL BONDING,DOU262,10/03/2022,"$10,000.00"
CARLOS BAIL BONDING,BIL306,10/03/2022,$500.00
CARRIE S BONDING,SCA488,02/10/2022,"$1,500.00"
CARRIE S BONDING,CUR042,01/29/2022,"$1,000.00"
CARRIE S BONDING,PAP516,05/11/2022,"$1,000.00"
CARRIE S BONDING,THO558,08/29/2022,"$9,000.00"
CARRIE S BONDING,CUR624,01/29/2022,"$1,000.00"
CARRIE S BONDING,SCA647,02/10/2022,"$7,500.00"
CARRIE S BONDING,SID524,05/02/2022,"$2,000.00"
CARRIE S BONDING,DEB558,08/31/2022,"$1,500.00"
CARRIE S BONDING,EVE270,05/22/2022,"$7,500.00"
CARRIE S BONDING,DYE712,08/31/2022,"$5,000.00"
CARRIE S BONDING,WAL265,07/26/2022,"$1,500.00"
CARRIE S BONDING,WAL397,06/25/2022,"$6,000.00"
CARRIE S BONDING,SCA016,02/10/2022,"$15,000.00"
CARRIE S BONDING,WUR258,02/13/2022,"$2,500.00"
CARRIE S BONDING,RAI891,02/20/2022,"$3,500.00"
CARRIE S BONDING,TAL074,03/05/2022,"$19,500.00"
CARRIE S BONDING,WAL551,07/26/2022,"$3,000.00"
CARRIE S BONDING,SHE413,07/01/2022,"$9,500.00"
CARRIE S BONDING,WHI634,08/19/2022,"$1,000.00"
CARRIE S BONDING,WIG138,04/07/2022,"$2,000.00"
CARRIE S BONDING,WIC585,09/21/2022,"$2,000.00"
CARRIE S BONDING,TOW723,04/14/2022,"$10,000.00"
CARRIE S BONDING,THO992,08/29/2022,"$15,000.00"
CARRIE S BONDING,FOS214,04/20/2022,"$4,000.00"
CARRIE S BONDING,CAV216,04/20/2022,"$2,000.00"
CARRIE S BONDING,WOO327,05/24/2022,"$3,000.00"
CARRIE S BONDING,MCD778,06/01/2022,"$1,000.00"
CARRIE S BONDING,RUF787,08/05/2022,"$2,000.00"
CARRIE S BONDING,LON314,05/09/2022,"$3,500.00"
CARRIE S BONDING,WIL419,06/11/2022,$500.00
CARRIE S BONDING,EVE768,05/22/2022,"$2,500.00"
CARRIE S BONDING,WOO818,05/24/2022,"$4,500.00"
CARRIE S BONDING,SMI204,05/27/2022,"$7,500.00"
CARRIE S BONDING,MCD475,06/01/2022,"$3,000.00"
CARRIE S BONDING,SHE724,07/01/2022,"$5,000.00"
CARRIE S BONDING,LEF834,08/21/2022,$500.00
CARRIE S BONDING,STI444,08/21/2022,"$2,500.00"
CARRIE S BONDING,MCL512,06/10/2022,"$10,000.00"
CARRIE S BONDING,PAC564,06/12/2022,"$25,000.00"
CARRIE S BONDING,GRA808,06/24/2022,"$2,500.00"
CARRIE S BONDING,WHI294,08/19/2022,"$1,000.00"
CARRIE S BONDING,CUM491,07/17/2022,"$2,000.00"
CARRIE S BONDING,PRI149,07/23/2022,"$3,000.00"
CARRIE S BONDING,POS319,08/05/2022,"$1,000.00"
CARRIE S BONDING,KIN473,08/23/2022,"$20,000.00"
CARRIE S BONDING,DUN560,08/08/2022,"$1,000.00"
CARRIE S BONDING,TWI612,08/09/2022,"$3,000.00"
CARRIE S BONDING,SIM265,08/15/2022,"$5,000.00"
CARRIE S BONDING,MCN300,08/24/2022,"$2,000.00"
CARRIE S BONDING,COY535,08/20/2022,"$24,000.00"
CARRIE S BONDING,OWE988,08/21/2022,"$25,000.00"
CARRIE S BONDING,ROO046,08/21/2022,"$3,500.00"
CARRIE S BONDING,MUL309,09/15/2022,"$3,000.00"
CARRIE S BONDING,TIP804,08/29/2022,"$1,500.00"
CARRIE S BONDING,JOH930,08/30/2022,"$3,000.00"
CARRIE S BONDING,DEB974,08/31/2022,"$3,500.00"
CARRIE S BONDING,SUT352,09/04/2022,"$4,000.00"
CARRIE S BONDING,EDG354,09/04/2022,"$3,000.00"
CARRIE S BONDING,POE005,09/10/2022,"$7,500.00"
CARRIE S BONDING,PER170,09/12/2022,"$2,000.00"
CARRIE S BONDING,MOO855,09/18/2022,"$4,000.00"
CARRIE S BONDING,THO107,09/21/2022,"$1,500.00"
CARRIE S BONDING,TOW583,09/26/2022,"$6,000.00"
CASH,MIL916,01/30/2022,"$3,500.00"
CASH,MIR955,06/18/2022,"$4,000.00"
CASH,SAL226,09/23/2022,"$6,000.00"
CASH,RAM899,07/31/2022,"$3,500.00"
CASH,BAL043,06/07/2022,"$9,500.00"
CASH,BEN152,06/10/2022,"$1,500.00"
CASH,BRA571,08/17/2022,$500.00
CASH,STE141,08/02/2022,"$1,000.00"
CASH,TUA819,07/21/2022,"$7,500.00"
CASH,BOY093,09/30/2022,"$2,000.00"
CASH,CAR894,04/16/2022,"$1,500.00"
CASH,CAR286,06/19/2022,"$7,500.00"
CASH,BAR730,05/22/2022,$500.00
CASH,CRO130,09/11/2022,"$4,000.00"
CASH,MOR386,04/10/2022,"$2,000.00"
CASH,GOM407,04/10/2022,"$2,000.00"
CASH,SIM552,08/27/2022,"$3,000.00"
CASH,CHA240,06/18/2022,"$2,000.00"
CASH,LOP713,04/25/2022,"$1,500.00"
CASH,ISH135,07/16/2022,"$6,000.00"
CASH,KNO585,05/01/2022,"$1,500.00"
CASH,AGU232,10/02/2022,"$2,000.00"
CASH,MEN692,06/02/2022,"$3,500.00"
CASH,MEN932,07/31/2022,"$3,500.00"
CASH,GON760,04/15/2022,"$1,000.00"
CASH,NIC285,10/02/2022,"$3,000.00"
CASH,AND206,08/13/2022,"$3,000.00"
CASH,PED266,07/16/2022,"$4,000.00"
CASH,ESC348,05/29/2022,"$4,000.00"
CASH,PER867,09/28/2022,"$2,000.00"
CASH,ROB810,07/03/2022,"$1,500.00"
CASH,DIA133,07/01/2022,"$3,000.00"
CASH,RAM930,06/25/2022,"$2,000.00"
CASH,MOR052,06/26/2022,"$2,000.00"
CASH,SHA853,09/18/2022,"$1,000.00"
CASH,SUL896,03/13/2022,"$3,500.00"
CASH,GAL540,05/01/2022,"$4,000.00"
CASH,WHI603,08/29/2022,"$5,500.00"
CASH,POS228,04/29/2022,"$2,000.00"
CASH,MON841,04/26/2022,$750.00
CASH,ADA940,09/09/2022,"$3,000.00"
CASH,BAM397,07/26/2022,"$5,000.00"
CASH,CEB189,03/06/2022,"$2,000.00"
CASH,KEL313,08/06/2022,"$4,000.00"
CASH,CHI668,03/11/2022,"$2,500.00"
CASH,EHL120,09/21/2022,"$1,500.00"
CASH,PER326,02/14/2022,"$2,000.00"
CASH,MAR673,09/16/2022,"$2,500.00"
CASH,BUS129,08/02/2022,"$2,500.00"
CASH,FUG670,05/02/2022,"$6,000.00"
CASH,FUR979,08/11/2022,"$1,500.00"
CASH,LOP497,01/17/2022,"$2,000.00"
CASH,GON557,01/17/2022,"$1,000.00"
CASH,GOD382,07/18/2022,"$2,500.00"
CASH,SAN178,03/08/2022,"$2,000.00"
CASH,JON352,09/23/2022,"$1,000.00"
CASH,CRE672,03/23/2022,"$1,500.00"
CASH,LOG295,02/14/2022,"$1,500.00"
CASH,BAU241,06/08/2022,"$1,500.00"
CASH,BAR095,03/28/2022,"$2,500.00"
CASH,MEN777,07/29/2022,"$5,000.00"
CASH,PER932,09/24/2022,"$7,500.00"
CASH,RIC423,01/26/2022,"$2,000.00"
CASH,SAN720,09/17/2022,"$5,000.00"
CASH,SAT959,08/11/2022,"$5,000.00"
CASH,BOY947,09/29/2022,"$8,500.00"
CASH,SNY138,01/23/2022,"$2,500.00"
CASH,VEL619,09/25/2022,"$1,000.00"
CASH,VIC929,04/18/2022,"$5,000.00"
CASH,VEL475,03/21/2022,"$5,000.00"
CASH,TAL059,05/06/2022,"$7,500.00"
CASH,VAS400,09/06/2022,"$6,000.00"
CASH,MOR647,09/27/2022,"$2,000.00"
CASH,WAR247,08/04/2022,"$2,000.00"
CHATTANOOGA BONDING,VIL240,09/13/2022,"$1,000.00"
CHATTANOOGA BONDING,MOR494,01/19/2022,"$1,000.00"
CHATTANOOGA BONDING,COT585,05/10/2022,$500.00
CHATTANOOGA BONDING,REE811,08/31/2022,"$10,000.00"
CHATTANOOGA BONDING,COT964,05/10/2022,"$1,000.00"
CHATTANOOGA BONDING,SOK706,05/24/2022,"$1,000.00"
CHATTANOOGA BONDING,TAY198,09/21/2022,"$1,000.00"
CHATTANOOGA BONDING,WOM553,06/22/2022,"$1,000.00"
CHATTANOOGA BONDING,HEA367,06/23/2022,"$10,000.00"
CHATTANOOGA BONDING,RUT986,05/24/2022,$500.00
CHATTANOOGA BONDING,TAY668,09/21/2022,"$5,000.00"
CHATTANOOGA BONDING,POR454,01/04/2022,"$1,000.00"
CHATTANOOGA BONDING,MIL661,08/09/2022,"$1,000.00"
CHATTANOOGA BONDING,COF852,01/10/2022,"$1,500.00"
CHATTANOOGA BONDING,COL119,05/27/2022,"$39,000.00"
CHATTANOOGA BONDING,SOK597,05/24/2022,"$1,000.00"
CHATTANOOGA BONDING,MAN063,02/11/2022,"$10,000.00"
CHATTANOOGA BONDING,REE232,08/31/2022,"$10,000.00"
CHATTANOOGA BONDING,ELR633,02/21/2022,"$5,000.00"
CHATTANOOGA BONDING,CON686,02/18/2022,"$3,000.00"
CHATTANOOGA BONDING,BRO325,04/23/2022,"$2,000.00"
CHATTANOOGA BONDING,MIL081,08/09/2022,"$3,000.00"
CHATTANOOGA BONDING,HEN543,03/21/2022,"$20,000.00"
CHATTANOOGA BONDING,BRO757,03/27/2022,"$45,000.00"
CHATTANOOGA BONDING,COL168,05/27/2022,"$5,000.00"
CHATTANOOGA BONDING,MCF942,04/07/2022,"$3,000.00"
CHATTANOOGA BONDING,WES201,05/18/2022,"$1,500.00"
CHATTANOOGA BONDING,ROL760,05/06/2022,"$45,000.00"
CHATTANOOGA BONDING,COT343,05/10/2022,"$1,000.00"
CHATTANOOGA BONDING,FRE846,05/24/2022,"$5,000.00"
CHATTANOOGA BONDING,COP944,05/15/2022,"$5,000.00"
CHATTANOOGA BONDING,MIL172,08/09/2022,"$3,000.00"
CHATTANOOGA BONDING,COL029,06/06/2022,$750.00
CHATTANOOGA BONDING,HIL946,06/16/2022,"$11,000.00"
CHATTANOOGA BONDING,MAY215,06/19/2022,"$2,000.00"
CHATTANOOGA BONDING,MOR241,06/23/2022,"$4,000.00"
CHATTANOOGA BONDING,QUI900,06/24/2022,"$7,500.00"
CHATTANOOGA BONDING,ECK101,06/26/2022,"$1,500.00"
CHATTANOOGA BONDING,WAR104,06/26/2022,"$3,000.00"
CHATTANOOGA BONDING,ODA497,07/01/2022,"$3,000.00"
CHATTANOOGA BONDING,KAY690,07/13/2022,"$7,500.00"
CHATTANOOGA BONDING,WIL724,07/02/2022,"$2,500.00"
CHATTANOOGA BONDING,SIN863,07/04/2022,"$1,000.00"
CHATTANOOGA BONDING,HAY896,07/04/2022,"$30,000.00"
CHATTANOOGA BONDING,SHI921,07/05/2022,"$10,000.00"
CHATTANOOGA BONDING,HAM926,07/05/2022,"$1,500.00"
CHATTANOOGA BONDING,SHE974,07/05/2022,"$4,000.00"
CHATTANOOGA BONDING,STE256,07/08/2022,"$2,500.00"
CHATTANOOGA BONDING,PAT451,07/17/2022,"$1,000.00"
CHATTANOOGA BONDING,IDR919,07/22/2022,"$13,000.00"
CHATTANOOGA BONDING,OXF509,08/23/2022,"$1,000.00"
CHATTANOOGA BONDING,REE719,08/31/2022,"$1,500.00"
CHATTANOOGA BONDING,BAR331,09/04/2022,"$5,000.00"
CHATTANOOGA BONDING,EVA341,09/04/2022,"$1,000.00"
CHATTANOOGA BONDING,HAW784,09/08/2022,"$1,500.00"
CHATTANOOGA BONDING,JOH114,09/22/2022,"$51,000.00"
CHATTANOOGA BONDING,WOD358,09/23/2022,"$3,000.00"
CUMBERLAND BONDING CO.,ROS828,02/12/2022,$500.00
CUMBERLAND BONDING CO.,HEI188,02/27/2022,"$1,000.00"
CUMBERLAND BONDING CO.,MAD309,01/06/2022,"$5,000.00"
CUMBERLAND BONDING CO.,HAL562,06/22/2022,"$7,500.00"
CUMBERLAND BONDING CO.,DAL548,02/22/2022,"$1,000.00"
CUMBERLAND BONDING CO.,HIG751,01/15/2022,"$1,500.00"
CUMBERLAND BONDING CO.,CON599,07/19/2022,"$5,000.00"
CUMBERLAND BONDING CO.,ROS148,02/12/2022,"$10,000.00"
CUMBERLAND BONDING CO.,HUN235,01/01/2022,"$5,000.00"
CUMBERLAND BONDING CO.,HAL341,06/22/2022,"$15,000.00"
CUMBERLAND BONDING CO.,LEW839,02/02/2022,"$5,000.00"
CUMBERLAND BONDING CO.,AND880,01/30/2022,"$2,000.00"
CUMBERLAND BONDING CO.,BYR906,01/30/2022,$500.00
CUMBERLAND BONDING CO.,COF949,01/30/2022,"$2,500.00"
CUMBERLAND BONDING CO.,ACU816,03/29/2022,"$3,500.00"
CUMBERLAND BONDING CO.,GRE101,02/13/2022,"$4,000.00"
CUMBERLAND BONDING CO.,HEI353,02/27/2022,"$13,500.00"
CUMBERLAND BONDING CO.,HAY868,03/13/2022,"$20,000.00"
CUMBERLAND BONDING CO.,ACU840,03/29/2022,"$3,500.00"
CUMBERLAND BONDING CO.,JAE344,03/31/2022,"$4,000.00"
CUMBERLAND BONDING CO.,FLE964,04/08/2022,"$5,000.00"
CUMBERLAND BONDING CO.,PEA353,09/10/2022,"$5,000.00"
CUMBERLAND BONDING CO.,COO907,06/04/2022,"$5,000.00"
CUMBERLAND BONDING CO.,HAL140,06/22/2022,"$5,000.00"
CUMBERLAND BONDING CO.,ROG141,06/18/2022,"$20,000.00"
CUMBERLAND BONDING CO.,CHA460,06/20/2022,"$2,000.00"
CUMBERLAND BONDING CO.,HAY899,07/04/2022,"$60,000.00"
CUMBERLAND BONDING CO.,OST249,07/24/2022,"$7,000.00"
CUMBERLAND BONDING CO.,PAT556,07/29/2022,"$2,000.00"
CUMBERLAND BONDING CO.,BOL611,08/19/2022,"$10,000.00"
CUMBERLAND BONDING CO.,SHE673,07/30/2022,"$2,500.00"
CUMBERLAND BONDING CO.,SIL274,08/16/2022,"$1,000.00"
CUMBERLAND BONDING CO.,WRI553,08/25/2022,"$12,000.00"
CUMBERLAND BONDING CO.,VAR669,08/18/2022,"$1,500.00"
CUMBERLAND BONDING CO.,COL931,08/20/2022,"$60,000.00"
CUMBERLAND BONDING CO.,GOU681,08/27/2022,"$2,000.00"
CUMBERLAND BONDING CO.,PEA911,09/10/2022,"$1,500.00"
CUMBERLAND BONDING CO.,VAS266,09/05/2022,"$12,000.00"
CUMBERLAND BONDING CO.,BEN077,09/11/2022,"$5,000.00"
CUMBERLAND BONDING CO.,JAC323,09/23/2022,"$2,500.00"
CUMBERLAND BONDING CO.,GOF857,09/29/2022,"$10,000.00"
GARY S BONDING COMPANY,GIL550,09/21/2022,"$40,000.00"
GARY S BONDING COMPANY,WEL296,03/22/2022,"$1,500.00"
GARY S BONDING COMPANY,WAR183,09/10/2022,"$1,000.00"
GARY S BONDING COMPANY,WEL246,03/22/2022,"$5,000.00"
GARY S BONDING COMPANY,SIM242,05/08/2022,"$1,000.00"
GARY S BONDING COMPANY,POO908,01/11/2022,"$5,000.00"
GARY S BONDING COMPANY,HIL278,02/28/2022,"$4,000.00"
GARY S BONDING COMPANY,SUL039,02/22/2022,"$1,000.00"
GARY S BONDING COMPANY,SIM072,05/08/2022,"$5,000.00"
GARY S BONDING COMPANY,GOF097,03/19/2022,"$13,000.00"
GARY S BONDING COMPANY,WEL130,03/17/2022,"$7,500.00"
GARY S BONDING COMPANY,ADA286,03/19/2022,"$2,500.00"
GARY S BONDING COMPANY,WEL538,03/22/2022,"$14,000.00"
GARY S BONDING COMPANY,LAN719,04/03/2022,"$1,500.00"
GARY S BONDING COMPANY,HUC996,04/27/2022,"$2,000.00"
GARY S BONDING COMPANY,HAM100,05/01/2022,"$1,500.00"
GARY S BONDING COMPANY,POL244,08/13/2022,"$1,500.00"
GARY S BONDING COMPANY,STR498,05/02/2022,"$5,000.00"
GARY S BONDING COMPANY,REE775,08/29/2022,"$1,000.00"
GARY S BONDING COMPANY,SCH265,05/08/2022,"$3,000.00"
GARY S BONDING COMPANY,BOW745,05/17/2022,"$5,000.00"
GARY S BONDING COMPANY,CRA092,06/16/2022,"$2,500.00"
GARY S BONDING COMPANY,STA530,05/20/2022,"$1,500.00"
GARY S BONDING COMPANY,SOU164,05/27/2022,"$2,000.00"
GARY S BONDING COMPANY,CAW461,06/26/2022,"$1,000.00"
GARY S BONDING COMPANY,MUI032,07/06/2022,"$2,500.00"
GARY S BONDING COMPANY,BOW198,09/29/2022,"$2,000.00"
GARY S BONDING COMPANY,RAI246,06/19/2022,"$2,000.00"
GARY S BONDING COMPANY,HOR388,06/29/2022,"$9,000.00"
GARY S BONDING COMPANY,FER824,07/04/2022,"$7,500.00"
GARY S BONDING COMPANY,TIP053,07/06/2022,$500.00
GARY S BONDING COMPANY,TOW044,07/19/2022,"$2,000.00"
GARY S BONDING COMPANY,VIC532,07/19/2022,"$5,500.00"
GARY S BONDING COMPANY,RID821,07/20/2022,"$1,000.00"
GARY S BONDING COMPANY,WIL421,07/28/2022,"$7,500.00"
GARY S BONDING COMPANY,GRI037,08/01/2022,"$1,500.00"
GARY S BONDING COMPANY,HER047,08/01/2022,"$1,500.00"
GARY S BONDING COMPANY,COX254,08/04/2022,"$3,000.00"
GARY S BONDING COMPANY,DER340,08/23/2022,"$2,500.00"
GARY S BONDING COMPANY,VAN482,08/06/2022,"$5,000.00"
GARY S BONDING COMPANY,JOH115,09/30/2022,"$10,000.00"
GARY S BONDING COMPANY,DAV517,08/26/2022,"$2,000.00"
GARY S BONDING COMPANY,WIL801,08/29/2022,"$1,500.00"
GARY S BONDING COMPANY,STI032,09/03/2022,"$2,500.00"
GARY S BONDING COMPANY,FRA273,09/28/2022,"$9,000.00"
GARY S BONDING COMPANY,BLA685,09/16/2022,"$3,000.00"
GARY S BONDING COMPANY,BRA216,09/22/2022,"$6,000.00"
GARY S BONDING COMPANY,DUE872,09/30/2022,"$17,500.00"
GARY S BONDING COMPANY,MAN935,09/28/2022,"$5,000.00"
HAMILTON COUNTY COMMUNITY,SHE819,09/13/2022,"$6,000.00"
HAMILTON COUNTY COMMUNITY,GAS293,01/07/2022,"$4,000.00"
HAMILTON COUNTY COMMUNITY,BUT849,01/14/2022,$750.00
HAMILTON COUNTY COMMUNITY,DAV736,07/11/2022,"$1,500.00"
HAMILTON COUNTY COMMUNITY,BAT965,07/26/2022,"$5,000.00"
HAMILTON COUNTY COMMUNITY,HAR746,08/09/2022,"$2,500.00"
HAMILTON COUNTY COMMUNITY,HIN412,08/16/2022,"$10,000.00"
HAMILTON COUNTY COMMUNITY,DYR668,08/18/2022,$500.00
HAMILTON COUNTY COMMUNITY,CAR065,08/30/2022,"$1,500.00"
HOPE BAIL BONDS,MOR051,09/20/2022,"$31,500.00"
HOPE BAIL BONDS,COL082,05/04/2022,"$1,000.00"
HOPE BAIL BONDS,UPS951,02/17/2022,"$25,000.00"
HOPE BAIL BONDS,HOL632,07/31/2022,"$2,500.00"
HOPE BAIL BONDS,BUB109,02/23/2022,"$5,000.00"
HOPE BAIL BONDS,LAN174,03/06/2022,"$4,000.00"
HOPE BAIL BONDS,COX607,03/23/2022,"$4,500.00"
HOPE BAIL BONDS,GOL865,07/16/2022,$500.00
HOPE BAIL BONDS,SMI736,04/14/2022,"$9,000.00"
HOPE BAIL BONDS,BRO208,05/09/2022,"$6,000.00"
HOPE BAIL BONDS,HAR560,06/22/2022,"$4,000.00"
HOPE BAIL BONDS,BAC964,06/26/2022,"$2,500.00"
HOPE BAIL BONDS,MCN391,06/30/2022,"$3,000.00"
HOPE BAIL BONDS,GOF725,07/13/2022,"$4,000.00"
HOPE BAIL BONDS,KEO881,07/23/2022,"$5,000.00"
HOPE BAIL BONDS,ROB402,07/26/2022,"$70,000.00"
HOPE BAIL BONDS,GRA640,08/19/2022,"$2,000.00"
HOPE BAIL BONDS,DEA978,09/14/2022,"$10,000.00"
HOPE BAIL BONDS,SMI396,08/15/2022,"$2,000.00"
HOPE BAIL BONDS,ALV289,08/25/2022,"$1,500.00"
HOPE BAIL BONDS,CAR994,08/31/2022,"$1,500.00"
HOPE BAIL BONDS,HAK185,09/02/2022,"$4,500.00"
HOPE BAIL BONDS,PAR585,09/07/2022,"$7,500.00"
HOPE BAIL BONDS,HEL125,09/11/2022,"$3,000.00"
HOPE BAIL BONDS,BEN305,09/13/2022,"$1,000.00"
HOPE BAIL BONDS,CLA642,09/16/2022,"$2,000.00"
HOPE BAIL BONDS,HUE522,09/24/2022,"$5,000.00"
HUCKABEE BONDING CO.,TAT436,09/04/2022,"$3,500.00"
HUCKABEE BONDING CO.,LEM539,07/01/2022,"$2,000.00"
HUCKABEE BONDING CO.,TOL018,03/02/2022,"$1,000.00"
HUCKABEE BONDING CO.,DAV421,01/09/2022,"$40,000.00"
HUCKABEE BONDING CO.,MEY424,01/09/2022,"$40,000.00"
HUCKABEE BONDING CO.,BOG310,02/19/2022,"$1,500.00"
HUCKABEE BONDING CO.,WEL850,01/10/2022,"$7,000.00"
HUCKABEE BONDING CO.,WEB988,01/11/2022,"$3,000.00"
HUCKABEE BONDING CO.,POL613,01/18/2022,"$3,500.00"
HUCKABEE BONDING CO.,STI948,01/24/2022,"$1,000.00"
HUCKABEE BONDING CO.,SOU175,02/14/2022,$500.00
HUCKABEE BONDING CO.,FIN893,02/20/2022,"$2,000.00"
HUCKABEE BONDING CO.,VAS485,02/26/2022,"$2,000.00"
HUCKABEE BONDING CO.,WEL575,02/28/2022,"$10,000.00"
HUCKABEE BONDING CO.,HUC953,03/04/2022,"$15,000.00"
HUCKABEE BONDING CO.,LAN530,03/14/2022,"$25,000.00"
HUCKABEE BONDING CO.,GAL774,03/25/2022,$500.00
HUCKABEE BONDING CO.,MOR866,03/13/2022,"$2,000.00"
HUCKABEE BONDING CO.,LIT012,03/15/2022,"$1,000.00"
HUCKABEE BONDING CO.,TYS108,03/16/2022,"$2,500.00"
HUCKABEE BONDING CO.,WIN243,03/19/2022,"$10,000.00"
HUCKABEE BONDING CO.,JON380,04/20/2022,"$1,000.00"
HUCKABEE BONDING CO.,BRO758,03/27/2022,"$40,000.00"
HUCKABEE BONDING CO.,HOL835,03/27/2022,"$3,500.00"
HUCKABEE BONDING CO.,COR682,04/02/2022,"$15,000.00"
HUCKABEE BONDING CO.,MOO079,04/07/2022,"$6,000.00"
HUCKABEE BONDING CO.,SHA323,04/09/2022,"$2,000.00"
HUCKABEE BONDING CO.,MEN412,04/11/2022,"$2,000.00"
HUCKABEE BONDING CO.,SHA706,04/15/2022,"$1,000.00"
HUCKABEE BONDING CO.,KEL926,04/17/2022,"$1,500.00"
HUCKABEE BONDING CO.,KNO935,04/17/2022,"$2,500.00"
HUCKABEE BONDING CO.,JOH184,04/28/2022,"$2,500.00"
HUCKABEE BONDING CO.,BLA845,05/05/2022,"$1,500.00"
HUCKABEE BONDING CO.,LOP052,05/07/2022,"$4,000.00"
HUCKABEE BONDING CO.,KEE335,05/09/2022,"$1,500.00"
HUCKABEE BONDING CO.,BRY440,05/13/2022,"$2,000.00"
HUCKABEE BONDING CO.,NOR841,06/16/2022,"$3,000.00"
HUCKABEE BONDING CO.,WAL140,05/26/2022,"$3,000.00"
HUCKABEE BONDING CO.,STA289,05/28/2022,"$5,000.00"
HUCKABEE BONDING CO.,CAV323,06/06/2022,$500.00
HUCKABEE BONDING CO.,BUS789,06/06/2022,"$13,000.00"
HUCKABEE BONDING CO.,MIH897,06/04/2022,"$32,000.00"
HUCKABEE BONDING CO.,COR988,06/05/2022,"$3,000.00"
HUCKABEE BONDING CO.,SIM027,06/06/2022,"$1,250.00"
HUCKABEE BONDING CO.,GRA652,07/06/2022,"$5,000.00"
HUCKABEE BONDING CO.,LAL660,06/22/2022,"$3,500.00"
HUCKABEE BONDING CO.,RIC037,06/25/2022,"$1,500.00"
HUCKABEE BONDING CO.,SMI257,06/28/2022,"$5,000.00"
HUCKABEE BONDING CO.,GRE027,07/06/2022,"$17,000.00"
HUCKABEE BONDING CO.,NOR107,07/07/2022,"$1,500.00"
HUCKABEE BONDING CO.,CAN761,07/12/2022,"$1,000.00"
HUCKABEE BONDING CO.,BLA765,07/12/2022,"$1,500.00"
HUCKABEE BONDING CO.,PIC397,07/16/2022,"$2,500.00"
HUCKABEE BONDING CO.,PIC934,07/21/2022,"$3,000.00"
HUCKABEE BONDING CO.,SCO936,07/21/2022,"$3,000.00"
HUCKABEE BONDING CO.,JOS953,07/31/2022,"$15,000.00"
HUCKABEE BONDING CO.,HAY277,08/04/2022,$750.00
HUCKABEE BONDING CO.,TUR056,08/16/2022,"$8,500.00"
HUCKABEE BONDING CO.,HIL219,08/14/2022,$500.00
HUCKABEE BONDING CO.,WEL692,08/30/2022,"$1,000.00"
HUCKABEE BONDING CO.,POP707,08/18/2022,$500.00
HUCKABEE BONDING CO.,LOM939,08/20/2022,"$3,000.00"
